MAZ,2014 HH
6606,0
6607,0
6608,1
6609,0
6610,0
6611,0
6612,1
6613,0
6614,0
6615,0
6616,0
6617,0
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,2
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,4
6633,0
6634,0
6635,0
6636,0
6637,6
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,8
6645,4
6646,2
6647,1
6648,2
6649,11
6650,0
6651,1
6652,1
6653,7
6654,9
6655,8
6656,16
6657,4
6658,38
6659,7
6660,119
6661,21
6662,5
6663,1
6664,4
6665,0
6666,1
6667,0
6668,1
6669,2
6670,6
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,1
6678,3
6679,25
6680,10
6681,2
6682,0
6683,0
6684,0
6685,0
6686,8
6687,2
6688,0
6689,0
6690,3
6691,0
6692,0
6693,7
6694,0
6695,6
6696,0
6697,13
6698,0
6699,0
6700,1
6701,3
6702,1
6703,0
6704,4
6705,1
6706,1
6707,3
6708,0
6709,1
6710,21
6711,0
6712,3
6713,0
6714,0
6715,0
6716,0
6717,2
6718,1
6719,3
6720,0
6721,6
6722,3
6723,0
6724,0
6725,4
6726,4
6727,3
6728,5
6729,0
6730,1
6731,1
6732,0
6733,0
6734,1
6735,2
6736,12
6737,0
6738,2
6739,5
6740,3
6741,7
6742,6
6743,0
6744,0
6745,5
6746,5
6747,8
6748,18
6749,9
6750,2
6751,7
6752,2
6753,8
6754,8
6755,11
6756,5
6757,5
6758,6
6759,1
6760,3
6761,9
6762,9
6763,5
6764,0
6765,5
6766,0
6767,8
6768,0
6769,5
6770,10
6771,0
6772,1
6773,8
6774,5
6775,11
6776,5
6777,5
6778,1
6779,14
6780,1
6781,5
6782,3
6783,5
6784,28
6785,7
6786,6
6787,0
6788,8
6789,2
6790,4
6791,1
6792,4
6793,6
6794,20
6795,1
6796,1
6797,8
6798,4
6799,14
6800,2
6801,3
6802,16
6803,1
6804,2
6805,3
6806,2
6807,0
6808,0
6809,1
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,0
6824,1
6825,0
6826,0
6827,0
6828,3
6829,0
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,1
6837,0
6838,0
6839,1
6840,0
6841,0
6842,3
6843,0
6844,3
6845,1
6846,0
6847,0
6848,0
6849,0
6850,0
6851,0
6852,3
6853,0
6854,0
6855,0
6856,0
6857,3
6858,5
6859,0
6860,0
6861,0
6862,0
6863,2
6864,2
6865,0
6866,0
6867,0
6868,0
6869,0
6870,0
6871,0
6872,0
6873,0
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,0
6883,0
6884,3
6885,1
6886,1
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,12
6897,0
6898,0
6899,0
6900,0
6901,2
6902,0
6903,0
6904,18
6905,6
6906,6
6907,4
6908,10
6909,2
6910,1
6911,2
6912,22
6913,14
6914,7
6915,0
6916,2
6917,1
6918,6
6919,2
6920,2
6921,3
6922,2
6923,2
6924,29
6925,8
6926,3
6927,10
6928,5
6929,18
6930,13
6931,3
6932,11
6933,0
6934,1
6935,9
6936,4
6937,9
6938,10
6939,0
6940,2
6941,1
6942,0
6943,14
6944,6
6945,3
6946,17
6947,4
6948,5
6949,1
6950,3
6951,22
6952,2
6953,4
6954,2
6955,11
6956,9
6957,3
6958,1
6959,6
6960,2
6961,0
6962,5
6963,12
6964,12
6965,10
6966,2
6967,4
6968,21
6969,19
6970,8
6971,8
6972,18
6973,6
6974,6
6975,4
6976,3
6977,6
6978,5
6979,11
6980,1
6981,0
6982,16
6983,4
6984,0
6985,38
6986,29
6987,9
6988,9
6989,14
6990,8
6991,13
6992,2
6993,0
6994,0
6995,8
6996,17
6997,9
6998,7
6999,9
7000,2
7001,17
7002,5
7003,6
7004,22
7005,6
7006,7
7007,1
7008,4
7009,6
7010,7
7011,1
7012,9
7013,2
7014,4
7015,11
7016,2
7017,6
7018,1
7019,1
7020,2
7021,7
7022,7
7023,9
7024,0
7025,12
7026,5
7027,14
7028,17
7029,16
7030,14
7031,15
7032,12
7033,23
7034,2
7035,6
7036,1
7037,5
7038,0
7039,4
7040,3
7041,11
7042,1
7043,0
7044,0
7045,0
7046,0
7047,7
7048,0
7049,0
7050,0
7051,0
7052,0
7053,0
7054,0
7055,0
7056,0
7057,0
7058,0
7059,26
7060,0
7061,0
7062,0
7063,0
7064,11
7065,4
7066,11
7067,7
7068,1
7069,0
7070,2
7071,5
7072,6
7073,14
7074,29
7075,14
7076,24
7077,20
7078,11
7079,12
7080,2
7081,2
7082,8
7083,16
7084,4
7085,12
7086,2
7087,31
7088,38
7089,7
7090,2
7091,5
7092,0
7093,0
7094,6
7095,12
7096,9
7097,12
7098,5
7099,4
7100,5
7101,14
7102,7
7103,5
7104,2
7105,3
7106,10
7107,2
7108,4
7109,1
7110,2
7111,3
7112,0
7113,5
7114,3
7115,0
7116,3
7117,2
7118,0
7119,21
7120,3
7121,0
7122,2
7123,9
7124,0
7125,2
7126,6
7127,5
7128,0
7129,0
7130,0
7131,3
7132,0
7133,0
7134,53
7135,0
7136,2
7137,3
7138,0
7139,0
7140,0
7141,6
7142,0
7143,0
7144,0
7145,2
7146,2
7147,13
7148,25
7149,3
7150,1
7151,20
7152,31
7153,3
7154,6
7155,1
7156,12
7157,6
7158,3
7159,0
7160,3
7161,1
7162,4
7163,2
7164,3
7165,5
7166,10
7167,1
7168,3
7169,0
7170,0
7171,3
7172,0
7173,0
7174,4
7175,15
7176,0
7177,0
7178,1
7179,3
7180,3
7181,0
7182,3
7183,0
7184,8
7185,2
7186,2
7187,3
7188,0
7189,15
7190,0
7191,1
7192,0
7193,37
7194,0
7195,1
7196,10
7197,4
7198,2
7199,0
7200,7
7201,0
7202,2
7203,16
7204,0
7205,0
7206,0
7207,12
7208,7
7209,0
7210,0
7211,12
7212,0
7213,3
7214,7
7215,7
7216,1
7217,13
7218,11
7219,0
7220,44
7221,1
7222,0
7223,0
7224,1
7225,4
7226,0
7227,2
7228,1
7229,7
7230,0
7231,3
7232,0
7233,9
7234,1
7235,3
7236,10
7237,0
7238,12
7239,0
7240,5
7241,3
7242,3
7243,11
7244,15
7245,20
7246,14
7247,2
7248,3
7249,3
7250,23
7251,20
7252,4
7253,0
7254,0
7255,2
7256,18
7257,5
7258,0
7259,6
7260,5
7261,4
7262,1
7263,4
7264,0
7265,3
7266,3
7267,0
7268,5
7269,0
7270,6
7271,4
7272,2
7273,11
7274,6
7275,2
7276,2
7277,0
7278,6
7279,0
7280,9
7281,12
7282,0
7283,0
7284,6
7285,17
7286,1
7287,0
7288,0
7289,3
7290,2
7291,0
7292,3
7293,4
7294,7
7295,5
7296,17
7297,28
7298,13
7299,2
7300,1
7301,10
7302,20
7303,15
7304,3
7305,10
7306,14
7307,20
7308,24
7309,4
7310,10
7311,9
7312,5
7313,7
7314,11
7315,5
7316,24
7317,2
7318,4
7319,10
7320,7
7321,7
7322,1
7323,6
7324,9
7325,20
7326,12
7327,11
7328,9
7329,20
7330,1
7331,12
7332,5
7333,62
7334,11
7335,0
7336,1
7337,11
7338,8
7339,0
7340,4
7341,0
7342,2
7343,13
7344,10
7345,11
7346,4
7347,0
7348,4
7349,14
7350,8
7351,34
7352,3
7353,2
7354,10
7355,42
7356,0
7357,16
7358,1
7359,3
7360,19
7361,0
7362,6
7363,9
7364,6
7365,1
7366,1
7367,3
7368,9
7369,0
7370,4
7371,14
7372,2
7373,8
7374,8
7375,5
7376,4
7377,8
7378,13
7379,17
7380,3
7381,5
7382,5
7383,0
7384,0
7385,2
7386,2
7387,0
7388,9
7389,4
7390,3
7391,4
7392,6
7393,10
7394,5
7395,11
7396,0
7397,14
7398,0
7399,12
7400,76
7401,12
7402,4
7403,12
7404,12
7405,4
7406,10
7407,7
7408,13
7409,0
7410,8
7411,17
7412,9
7413,10
7414,8
7415,9
7416,13
7417,8
7418,6
7419,12
7420,7
7421,14
7422,11
7423,5
7424,7
7425,12
7426,0
7427,0
7428,0
7429,5
7430,4
7431,19
7432,14
7433,12
7434,14
7435,0
7436,0
7437,14
7438,14
7439,22
7440,13
7441,0
7442,14
7443,8
7444,17
7445,30
7446,57
7447,39
7448,18
7449,21
7450,195
7451,17
7452,44
7453,23
7454,64
7455,11
7456,44
7457,31
7458,17
7459,22
7460,45
7461,15
7462,11
7463,8
7464,20
7465,13
7466,20
7467,12
7468,120
7469,17
7470,13
7471,10
7472,12
7473,12
7474,16
7475,19
7476,15
7477,0
7478,9
7479,16
7480,13
7481,1
7482,0
7483,6
7484,15
7485,3
7486,8
7487,18
7488,17
7489,12
7490,12
7491,12
7492,8
7493,0
7494,4
7495,14
7496,0
7497,11
7498,21
7499,19
7500,15
7501,11
7502,29
7503,0
7504,0
7505,12
7506,20
7507,11
7508,12
7509,39
7510,11
7511,28
7512,14
7513,12
7514,12
7515,15
7516,4
7517,13
7518,12
7519,17
7520,33
7521,12
7522,5
7523,13
7524,16
7525,6
7526,11
7527,0
7528,2
7529,15
7530,0
7531,14
7532,14
7533,10
7534,16
7535,9
7536,0
7537,0
7538,3
7539,0
7540,0
7541,0
7542,0
7543,0
7544,1
7545,10
7546,14
7547,0
7548,0
7549,0
7550,0
7551,65
7552,44
7553,61
7554,34
7555,0
7556,14
7557,14
7558,9
7559,12
7560,14
7561,9
7562,16
7563,8
7564,13
7565,13
7566,5
7567,13
7568,10
7569,43
7570,16
7571,5
7572,15
7573,10
7574,11
7575,21
7576,9
7577,3
7578,3
7579,19
7580,23
7581,32
7582,0
7583,0
7584,0
7585,0
7586,0
7587,1
7588,4
7589,0
7590,12
7591,0
7592,0
7593,0
7594,0
7595,0
7596,1
7597,0
7598,1
7599,0
7600,0
7601,1
7602,0
7603,0
7604,0
7605,0
7606,9
7607,22
7608,9
7609,10
7610,7
7611,9
7612,12
7613,6
7614,8
7615,4
7616,0
7617,13
7618,11
7619,16
7620,6
7621,2
7622,8
7623,5
7624,17
7625,31
7626,15
7627,16
7628,5
7629,4
7630,13
7631,70
7632,10
7633,0
7634,35
7635,0
7636,12
7637,7
7638,5
7639,8
7640,8
7641,0
7642,0
7643,0
7644,1
7645,0
7646,0
7647,0
7648,0
7649,0
7650,0
7651,4
7652,14
7653,4
7654,10
7655,2
7656,4
7657,13
7658,18
7659,10
7660,0
7661,0
7662,0
7663,0
7664,3
7665,29
7666,3
7667,4
7668,0
7669,19
7670,8
7671,8
7672,16
7673,9
7674,13
7675,8
7676,28
7677,21
7678,47
7679,3
7680,24
7681,1
7682,0
7683,4
7684,0
7685,0
7686,0
7687,0
7688,1
7689,5
7690,3
7691,12
7692,5
7693,3
7694,15
7695,7
7696,0
7697,12
7698,9
7699,1
7700,0
7701,9
7702,8
7703,3
7704,17
7705,4
7706,2
7707,7
7708,0
7709,5
7710,8
7711,18
7712,11
7713,25
7714,20
7715,9
7716,9
7717,13
7718,11
7719,0
7720,0
7721,6
7722,3
7723,0
7724,0
7725,8
7726,6
7727,0
7728,57
7729,3
7730,0
7731,0
7732,22
7733,8
7734,10
7735,14
7736,0
7737,1
7738,0
7739,14
7740,2
7741,7
7742,5
7743,13
7744,0
7745,0
7746,8
7747,10
7748,15
7749,3
7750,4
7751,0
7752,0
7753,15
7754,14
7755,1
7756,22
7757,0
7758,11
7759,17
7760,14
7761,150
7762,54
7763,20
7764,346
7765,7
7766,0
7767,20
7768,14
7769,12
7770,13
7771,1
7772,3
7773,7
7774,0
7775,6
7776,5
7777,0
7778,4
7779,1
7780,3
7781,5
7782,0
7783,5
7784,3
7785,8
7786,0
7787,11
7788,0
7789,7
7790,20
7791,16
7792,6
7793,6
7794,3
7795,3
7796,4
7797,0
7798,3
7799,10
7800,1
7801,0
7802,6
7803,3
7804,1
7805,3
7806,0
7807,0
7808,4
7809,16
7810,5
7811,2
7812,0
7813,0
7814,8
7815,16
7816,0
7817,10
7818,8
7819,6
7820,10
7821,15
7822,1
7823,17
7824,11
7825,13
7826,13
7827,5
7828,6
7829,22
7830,7
7831,7
7832,18
7833,6
7834,1
7835,8
7836,0
7837,6
7838,6
7839,3
7840,13
7841,0
7842,9
7843,0
7844,1
7845,0
7846,8
7847,7
7848,7
7849,18
7850,2
7851,1
7852,0
7853,7
7854,0
7855,3
7856,0
7857,15
7858,0
7859,2
7860,2
7861,2
7862,1
7863,7
7864,3
7865,6
7866,1
7867,9
7868,15
7869,2
7870,30
7871,0
7872,17
7873,4
7874,11
7875,5
7876,3
7877,4
7878,0
7879,0
7880,13
7881,0
7882,10
7883,8
7884,2
7885,0
7886,2
7887,2
7888,0
7889,16
7890,7
7891,0
7892,0
7893,3
7894,7
7895,0
7896,0
7897,0
7898,0
7899,2
7900,4
7901,0
7902,42
7903,6
7904,2
7905,11
7906,0
7907,1
7908,1
7909,8
7910,0
7911,8
7912,0
7913,1
7914,4
7915,44
7916,10
7917,2
7918,0
7919,4
7920,0
7921,16
7922,0
7923,0
7924,10
7925,16
7926,1
7927,0
7928,2
7929,0
7930,19
7931,0
7932,1
7933,5
7934,4
7935,4
7936,0
7937,11
7938,2
7939,0
7940,2
7941,6
7942,5
7943,4
7944,2
7945,9
7946,2
7947,3
7948,8
7949,16
7950,11
7951,7
7952,3
7953,2
7954,5
7955,0
7956,5
7957,14
7958,5
7959,14
7960,3
7961,14
7962,6
7963,5
7964,2
7965,5
7966,0
7967,31
7968,4
7969,26
7970,10
7971,9
7972,2
7973,14
7974,12
7975,5
7976,1
7977,7
7978,7
7979,5
7980,18
7981,20
7982,11
7983,12
7984,7
7985,15
7986,2
7987,5
7988,10
7989,1
7990,4
7991,12
7992,1
7993,19
7994,17
7995,1
7996,0
7997,0
7998,13
7999,7
8000,11
8001,27
8002,7
8003,22
8004,24
8005,12
8006,4
8007,18
8008,0
8009,6
8010,5
8011,6
8012,2
8013,2
8014,2
8015,9
8016,2
8017,8
8018,15
8019,9
8020,2
8021,5
8022,8
8023,5
8024,3
8025,11
8026,0
8027,4
8028,13
8029,0
8030,1
8031,0
8032,0
8033,0
8034,23
8035,0
8036,3
8037,0
8038,1
8039,0
8040,0
8041,0
8042,12
8043,8
8044,13
8045,9
8046,0
8047,14
8048,1
8049,11
8050,3
8051,5
8052,9
8053,3
8054,17
8055,1
8056,11
8057,3
8058,8
8059,9
8060,8
8061,3
8062,5
8063,4
8064,72
8065,31
8066,0
8067,0
8068,0
8069,0
8070,19
8071,40
8072,27
8073,33
8074,22
8075,128
8076,39
8077,4
8078,0
8079,10
8080,0
8081,10
8082,223
8083,3
8084,0
8085,19
8086,2
8087,0
8088,24
8089,24
8090,46
8091,24
8092,22
8093,24
8094,30
8095,83
8096,24
8097,7
8098,14
8099,14
8100,6
8101,21
8102,17
8103,24
8104,14
8105,20
8106,19
8107,16
8108,19
8109,18
8110,12
8111,44
8112,18
8113,20
8114,18
8115,12
8116,12
8117,29
8118,13
8119,22
8120,19
8121,17
8122,10
8123,22
8124,18
8125,28
8126,42
8127,36
8128,15
8129,10
8130,11
8131,9
8132,9
8133,10
8134,39
8135,36
8136,16
8137,52
8138,0
8139,10
8140,11
8141,30
8142,18
8143,53
8144,4
8145,40
8146,34
8147,60
8148,33
8149,68
8150,35
8151,0
8152,152
8153,0
8154,12
8155,0
8156,56
8157,0
8158,52
8159,0
8160,0
8161,10
8162,20
8163,9
8164,41
8165,22
8166,22
8167,12
8168,12
8169,20
8170,24
8171,12
8172,14
8173,10
8174,60
8175,18
8176,18
8177,12
8178,23
8179,50
8180,24
8181,23
8182,19
8183,62
8184,281
8185,62
8186,19
8187,10
8188,51
8189,0
8190,166
8191,11
8192,6
8193,35
8194,242
8195,0
8196,4
8197,9
8198,13
8199,0
8200,0
8201,0
8202,14
8203,9
8204,12
8205,17
8206,0
8207,10
8208,0
8209,14
8210,9
8211,6
8212,23
8213,0
8214,0
8215,23
8216,1
8217,10
8218,18
8219,11
8220,0
8221,26
8222,17
8223,5
8224,16
8225,6
8226,28
8227,11
8228,0
8229,21
8230,9
8231,34
8232,7
8233,9
8234,9
8235,17
8236,22
8237,17
8238,8
8239,16
8240,9
8241,18
8242,16
8243,20
8244,18
8245,12
8246,1
8247,15
8248,5
8249,0
8250,15
8251,9
8252,29
8253,6
8254,22
8255,17
8256,11
8257,17
8258,35
8259,2
8260,14
8261,26
8262,10
8263,10
8264,15
8265,21
8266,10
8267,22
8268,0
8269,31
8270,12
8271,25
8272,31
8273,0
8274,0
8275,16
8276,6
8277,2
8278,20
8279,4
8280,11
8281,2
8282,18
8283,16
8284,16
8285,17
8286,15
8287,0
8288,0
8289,18
8290,15
8291,5
8292,0
8293,3
8294,5
8295,79
8296,16
8297,16
8298,4
8299,12
8300,16
8301,0
8302,0
8303,0
8304,25
8305,24
8306,16
8307,11
8308,93
8309,0
8310,110
8311,0
8312,0
8313,45
8314,1
8315,1
8316,0
8317,0
8318,0
8319,0
8320,0
8321,1
8322,4
8323,52
8324,44
8325,43
8326,18
8327,24
8328,17
8329,7
8330,28
8331,8
8332,30
8333,0
8334,24
8335,14
8336,46
8337,14
8338,30
8339,7
8340,38
8341,92
8342,28
8343,17
8344,19
8345,18
8346,0
8347,38
8348,27
8349,15
8350,21
8351,0
8352,22
8353,49
8354,18
8355,22
8356,22
8357,20
8358,21
8359,32
8360,14
8361,18
8362,11
8363,15
8364,37
8365,26
8366,12
8367,68
8368,9
8369,10
8370,39
8371,14
8372,11
8373,26
8374,14
8375,33
8376,3
8377,7
8378,48
8379,23
8380,8
8381,2
8382,15
8383,25
8384,3
8385,35
8386,29
8387,12
8388,35
8389,20
8390,18
8391,9
8392,82
8393,7
8394,1
8395,39
8396,29
8397,42
8398,122
8399,7
8400,43
8401,0
8402,10
8403,0
8404,53
8405,58
8406,28
8407,25
8408,6
8409,9
8410,26
8411,6
8412,8
8413,18
8414,10
8415,63
8416,21
8417,18
8418,1
8419,25
8420,10
8421,20
8422,19
8423,14
8424,16
8425,46
8426,12
8427,47
8428,3
8429,4
8430,39
8431,15
8432,10
8433,2
8434,7
8435,18
8436,30
8437,20
8438,0
8439,1
8440,0
8441,3
8442,27
8443,0
8444,0
8445,0
8446,0
8447,2
8448,0
8449,2
8450,6
8451,13
8452,11
8453,14
8454,0
8455,0
8456,19
8457,0
8458,0
8459,44
8460,13
8461,12
8462,0
8463,0
8464,0
8465,62
8466,375
8467,16
8468,21
8469,0
8470,0
8471,0
8472,8
8473,0
8474,11
8475,2
8476,35
8477,29
8478,44
8479,26
8480,32
8481,0
8482,2
8483,13
8484,23
8485,10
8486,17
8487,15
8488,0
8489,101
8490,18
8491,6
8492,0
8493,13
8494,100
8495,25
8496,3
8497,0
8498,15
8499,19
8500,3
8501,15
8502,1
8503,19
8504,1
8505,0
8506,12
8507,7
8508,0
8509,9
8510,0
8511,13
8512,10
8513,17
8514,124
8515,6
8516,8
8517,10
8518,21
8519,22
8520,13
8521,17
8522,7
8523,6
8524,21
8525,22
8526,9
8527,38
8528,4
8529,38
8530,58
8531,7
8532,15
8533,33
8534,18
8535,2
8536,3
8537,5
8538,0
8539,51
8540,11
8541,21
8542,23
8543,57
8544,26
8545,11
8546,6
8547,10
8548,2
8549,11
8550,0
8551,3
8552,0
8553,95
8554,0
8555,0
8556,3
8557,4
8558,3
8559,5
8560,6
8561,1
8562,4
8563,3
8564,0
8565,18
8566,16
8567,9
8568,10
8569,3
8570,1
8571,3
8572,0
8573,10
8574,4
8575,25
8576,8
8577,20
8578,0
8579,14
8580,0
8581,1
8582,9
8583,18
8584,21
8585,5
8586,0
8587,0
8588,11
8589,1
8590,2
8591,16
8592,12
8593,5
8594,16
8595,0
8596,5
8597,12
8598,0
8599,6
8600,4
8601,0
8602,4
8603,5
8604,0
8605,10
8606,5
8607,2
8608,5
8609,6
8610,2
8611,2
8612,7
8613,42
8614,4
8615,37
8616,15
8617,1
8618,9
8619,0
8620,0
8621,0
8622,3
8623,3
8624,67
8625,0
8626,14
8627,0
8628,17
8629,86
8630,0
8631,21
8632,16
8633,47
8634,41
8635,0
8636,0
8637,8
8638,12
8639,1
8640,2
8641,17
8642,12
8643,5
8644,10
8645,4
8646,9
8647,21
8648,8
8649,10
8650,9
8651,23
8652,8
8653,20
8654,4
8655,2
8656,22
8657,20
8658,0
8659,0
8660,6
8661,7
8662,26
8663,0
8664,9
8665,0
8666,11
8667,16
8668,2
8669,1
8670,0
8671,8
8672,9
8673,17
8674,4
8675,0
8676,9
8677,7
8678,7
8679,2
8680,5
8681,0
8682,2
8683,6
8684,0
8685,17
8686,1
8687,0
8688,21
8689,0
8690,3
8691,0
8692,0
8693,0
8694,0
8695,10
8696,2
8697,13
8698,4
8699,3
8700,14
8701,10
8702,13
8703,1
8704,4
8705,0
8706,15
8707,2
8708,1
8709,6
8710,0
8711,2
8712,0
8713,6
8714,6
8715,8
8716,1
8717,9
8718,0
8719,1
8720,3
8721,4
8722,1
8723,2
8724,0
8725,2
8726,7
8727,4
8728,0
8729,4
8730,2
8731,1
8732,0
8733,4
8734,4
8735,4
8736,6
8737,1
8738,2
8739,25
8740,4
8741,0
8742,0
8743,19
8744,0
8745,0
8746,0
8747,6
8748,0
8749,13
8750,0
8751,3
8752,0
8753,3
8754,3
8755,0
8756,15
8757,5
8758,4
8759,4
8760,9
8761,8
8762,10
8763,2
8764,0
8765,17
8766,0
8767,0
8768,14
8769,0
8770,5
8771,4
8772,5
8773,2
8774,0
8775,28
8776,7
8777,10
8778,11
8779,0
8780,0
8781,12
8782,31
8783,4
8784,6
8785,5
8786,3
8787,0
8788,27
8789,0
8790,11
8791,0
8792,10
8793,14
8794,11
8795,0
8796,2
8797,8
8798,15
8799,7
8800,16
8801,4
8802,21
8803,17
8804,1
8805,2
8806,17
8807,3
8808,3
8809,0
8810,3
8811,4
8812,6
8813,0
8814,3
8815,3
8816,0
8817,14
8818,4
8819,27
8820,12
8821,14
8822,3
8823,13
8824,3
8825,15
8826,1
8827,6
8828,4
8829,3
8830,6
8831,18
8832,6
8833,0
8834,3
8835,1
8836,3
8837,0
8838,9
8839,4
8840,4
8841,4
8842,5
8843,11
8844,2
8845,14
8846,0
8847,1
8848,3
8849,23
8850,10
8851,23
8852,19
8853,7
8854,3
8855,0
8856,0
8857,0
8858,0
8859,4
8860,7
8861,6
8862,3
8863,21
8864,2
8865,1
8866,3
8867,8
8868,2
8869,2
8870,22
8871,4
8872,9
8873,46
8874,6
8875,16
8876,3
8877,26
8878,3
8879,4
8880,7
8881,0
8882,0
8883,3
8884,17
8885,4
8886,0
8887,1
8888,34
8889,0
8890,4
8891,8
8892,4
8893,2
8894,6
8895,5
8896,10
8897,14
8898,14
8899,19
8900,24
8901,34
8902,24
8903,15
8904,33
8905,27
8906,11
8907,7
8908,8
8909,17
8910,2
8911,2
8912,3
8913,2
8914,2
8915,2
8916,0
8917,19
8918,15
8919,11
8920,0
8921,4
8922,14
8923,42
8924,11
8925,19
8926,7
8927,14
8928,14
8929,56
8930,10
8931,19
8932,4
8933,15
8934,0
8935,18
8936,11
8937,16
8938,34
8939,16
8940,43
8941,19
8942,30
8943,28
8944,0
8945,18
8946,4
8947,18
8948,18
8949,19
8950,22
8951,17
8952,21
8953,42
8954,0
8955,28
8956,20
8957,9
8958,17
8959,9
8960,9
8961,104
8962,15
8963,16
8964,9
8965,8
8966,8
8967,11
8968,9
8969,16
8970,7
8971,17
8972,0
8973,5
8974,24
8975,0
8976,3
8977,0
8978,23
8979,23
8980,17
8981,0
8982,18
8983,4
8984,2
8985,0
8986,5
8987,4
8988,4
8989,20
8990,4
8991,15
8992,15
8993,7
8994,13
8995,14
8996,0
8997,0
8998,7
8999,0
9000,14
9001,17
9002,11
9003,20
9004,0
9005,14
9006,19
9007,21
9008,13
9009,20
9010,13
9011,22
9012,14
9013,17
9014,20
9015,16
9016,137
9017,60
9018,28
9019,19
9020,16
9021,0
9022,16
9023,22
9024,12
9025,10
9026,7
9027,5
9028,7
9029,7
9030,15
9031,0
9032,7
9033,7
9034,8
9035,19
9036,10
9037,5
9038,18
9039,4
9040,8
9041,17
9042,24
9043,15
9044,3
9045,9
9046,10
9047,4
9048,0
9049,16
9050,22
9051,11
9052,15
9053,4
9054,13
9055,38
9056,23
9057,11
9058,11
9059,10
9060,15
9061,19
9062,15
9063,27
9064,0
9065,10
9066,17
9067,43
9068,14
9069,37
9070,8
9071,17
9072,26
9073,17
9074,20
9075,20
9076,27
9077,27
9078,35
9079,0
9080,5
9081,21
9082,1
9083,17
9084,8
9085,13
9086,25
9087,13
9088,14
9089,32
9090,3
9091,18
9092,13
9093,16
9094,29
9095,37
9096,23
9097,13
9098,37
9099,25
9100,9
9101,18
9102,27
9103,16
9104,19
9105,26
9106,13
9107,21
9108,5
9109,62
9110,12
9111,13
9112,16
9113,2
9114,16
9115,20
9116,19
9117,0
9118,45
9119,0
9120,12
9121,14
9122,6
9123,66
9124,7
9125,20
9126,2
9127,0
9128,9
9129,0
9130,1
9131,0
9132,5
9133,9
9134,3
9135,1
9136,11
9137,0
9138,0
9139,14
9140,4
9141,0
9142,12
9143,4
9144,11
9145,9
9146,0
9147,0
9148,5
9149,5
9150,12
9151,10
9152,6
9153,12
9154,11
9155,92
9156,7
9157,17
9158,17
9159,4
9160,5
9161,11
9162,12
9163,0
9164,0
9165,0
9166,0
9167,0
9168,0
9169,147
9170,187
9171,28
9172,58
9173,26
9174,48
9175,31
9176,19
9177,32
9178,48
9179,48
9180,307
9181,22
9182,22
9183,35
9184,17
9185,26
9186,26
9187,6
9188,28
9189,151
9190,18
9191,20
9192,26
9193,16
9194,2
9195,74
9196,12
9197,33
9198,33
9199,5
9200,6
9201,11
9202,13
9203,17
9204,0
9205,17
9206,3
9207,4
9208,6
9209,13
9210,12
9211,27
9212,14
9213,9
9214,64
9215,13
9216,18
9217,4
9218,17
9219,0
9220,11
9221,14
9222,14
9223,0
9224,69
9225,0
9226,34
9227,1
9228,7
9229,12
9230,0
9231,6
9232,6
9233,14
9234,53
9235,38
9236,37
9237,3
9238,10
9239,30
9240,1
9241,0
9242,17
9243,0
9244,0
9245,0
9246,3
9247,18
9248,74
9249,14
9250,18
9251,20
9252,39
9253,20
9254,28
9255,23
9256,15
9257,16
9258,30
9259,16
9260,40
9261,12
9262,11
9263,35
9264,42
9265,18
9266,36
9267,20
9268,18
9269,27
9270,17
9271,10
9272,5
9273,61
9274,23
9275,8
9276,0
9277,0
9278,0
9279,0
9280,0
9281,0
9282,237
9283,24
9284,17
9285,19
9286,59
9287,2
9288,25
9289,25
9290,17
9291,26
9292,94
9293,17
9294,12
9295,5
9296,12
9297,20
9298,12
9299,29
9300,19
9301,18
9302,64
9303,59
9304,65
9305,8
9306,34
9307,49
9308,15
9309,77
9310,48
9311,20
9312,21
9313,18
9314,0
9315,6
9316,18
9317,25
9318,20
9319,37
9320,42
9321,28
9322,19
9323,19
9324,33
9325,52
9326,0
9327,0
9328,0
9329,21
9330,15
9331,18
9332,21
9333,7
9334,14
9335,3
9336,10
9337,9
9338,10
9339,8
9340,4
9341,9
9342,11
9343,9
9344,4
9345,12
9346,34
9347,3
9348,17
9349,0
9350,16
9351,0
9352,1
9353,17
9354,14
9355,9
9356,31
9357,26
9358,1
9359,0
9360,45
9361,45
9362,0
9363,11
9364,28
9365,6
9366,9
9367,0
9368,21
9369,12
9370,13
9371,15
9372,18
9373,0
9374,1
9375,10
9376,14
9377,18
9378,0
9379,18
9380,20
9381,7
9382,10
9383,16
9384,7
9385,6
9386,0
9387,2
9388,19
9389,0
9390,1
9391,0
9392,12
9393,10
9394,11
9395,9
9396,0
9397,15
9398,15
9399,20
9400,14
9401,18
9402,0
